name,star,number_of_reviewer,price,cost,discount,longitude,latitude,score_level,address,link
Bảo Anh Homestay,9.3,20,420000,2000000,79,16.0515067,108.2460348,High,"
16 Đỗ Bá, Danang, Vietnam
",https://www.booking.com/hotel/vn/bao-anh-homestay-ngu-hanh-son.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=1088103202_381725000_2_0_0&highlighted_blocks=1088103202_381725000_2_0_0&matching_block_id=1088103202_381725000_2_0_0&sr_pri_blocks=1088103202_381725000_2_0_0__42000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Danang Marriott Resort & Spa, Non Nuoc Beach Villas",8.9,191,26000000,26000000,0,15.99412823,108.2688668,medium,"
Truong Sa, Ngu Hanh Son, Danang, Vietnam
",https://www.booking.com/hotel/vn/danang-marriott-resort-spa-non-nuoc-beach-villas.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=219110514_380855831_0_41_0&highlighted_blocks=219110514_380855831_0_41_0&matching_block_id=219110514_380855831_0_41_0&sr_pri_blocks=219110514_380855831_0_41_0__2600000000&nad_id=876bc139-4938-4f89-8978-1e68bbbedd2d_0&nad_cpc=0.5&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6InJnenZJSVJ3MUdEdzA4TTJjQlB3aDQ5SUxUV1l6QW94YkVsZytVTkMyVytRdjVIZVB4VmZpR2NBMzFvZG5YUzFDVFY5K24xanp2bE9IakE0RWdZcW9UYUNDTDhKZGZ0ZEZWNE5zUnc3U0h5L1NsNzgrS0EyQzZiSUEzKzlZQVRvN05vcUJFNGdGS1YxVnNBK2pTQzVmc2dUNDFNOWpoT1VPaTJPNU83SUx5aTdxeEdMVFJ3QnJkUXVyb2ZuODBnNXlHbC9ZeFNpS1Bvb2UzMHQrWkFQaGQwaVRTN1IwaE9yVDQ1M0hiZGpGWTJJUytKUitpMjRKT1FQeHp6RXU2RS9DN3puMGdHcWJFRzdZV2xxZitxVFdWUFAzQWhPY0R1Q2lqRmx0V2ZQKzVISmVaaXlYeHlNd0NtNTF6Q3RvL2FHUGUwZkVOcW9hbER1ZVBJVGdLQzZXUWhXZ2dsZm9FU1NQOExYSEh5blF4TERZam5pSnpMbVh4Z09hQnBOM1QyR3dOUFBMazZHTGhWVm00Yzl2ZGVvb2sxR1NEVWI0eHdCUW1DRHlWMWpjNVNVTVR0QS94WmprbW9HNUMzQVJEOTlWTWRLblUyYittVEFuTnEwcXZNQlkwNCt3MHJsbS83Q1o0dWVDVkZLMUNSSCtBTk1LVWZzanB5dEhoK1VRUWQwbFF4dUh3c0FIZmxnL3h4K0ZqRWJkNTRxd1VqRUp2SVdiRVBKUzR6ZzFCSmhnekVaN1ZwMnhwL2tZS1p0OG5xN1pvMHBEZHZOOEk2NWpsNytVdDFFUVM0M05tUWlwYUpTcm9CMmV1Y2s3clFpSzgvaGVmbmNvWmkyVkJCRlVta01lZjhCL1h6WUNjMWh5Z1oyZVJWTVpzcm9DeE5JV3BId3NiSXA4cnhtVm0wVzJHVFY2bnUySmt3bnBYVU5RbytMemR1UjFnUTc0YUZzb093NThBWnFUNkpHcnhpNDQ0cHBEanFIVmNsbHo3c0tyZFF0eEk4Q3JoMWszRGpobkF3ajNSWHZTTW1aSmZlSDJpNzZzVHB3YS9WVHZBbGxjOWxSb2xwTFcxWlMvaGdZaTJQYTdndWcySWI3ZTRaZHFaWlh5K04zd1hRazV2SkgwZUcwdm8zTlRHRHpuODNvK0Rkb1E4NVNwYTRTVms3QjZPTVVMT25JM1BmOUx0S2xITnBLbmRMOGRXby9EMUZxM0lvTlNzRGtIVjFjVWZNSlVGb3FsZzRYRzAxY0M4M0dUdTZmMHk3a2VVdGI5SFF6dUlDVDQ1QjZ4dnJiU3FKOUEzdmw2NE5LVE9Md1lmTTRGeDN5NDUrM09HTHJ0VU5rM1p6eFI3TFdMaHhJclNrQTVKYjZmZUpjeS9RS1ZaNHNFSXZWTlJRcllaUUhwa2VoWFQvT2FEWWRlTnFOQWVMU2F0V3pUWW9La012Zm4xcmFXbmc0WTdGVDgyQ3NEQ01meGZYVXNyYTFqQzVZZi9nVmFnZnVrNFZXdkFRYmFHeHRsQjg4WktHelNJeXAyaGxRSHA0anhYL1hRYVRJVHNRY0NFT3gvUzNXY05SMThHV0pYZkZtcEVjZHEvOU9vTkI2ZXM1ZmhUSStYOHRCekMrSDJXSlk5Y0lneTlBV2tZdytrV1pPOGtZeVV5b2RwNnBSSGpWZDQwVmcrb0FDKzJ2RzdQVFJTQlRzeHFGKy9yV2g2ZytoeGYxWURZL29LWjg5dUMySkUwa1VzV1hFS3RnTTN1WVVQRkNUM29WKzQzY09TQ0ozWHlTdzQxS25Pay9CNk1wRVlvWGp2WjBaQUVRV3pzVkRMUUhpSTNRZlU2b0w3eUFxVmRpQldKNURuRkZQTWRWemNNZmhCWjAydkpkaGZGQm1mTFZwVi9RbmFBaW9uSSs1cERPbTExMC9qVFp6UFhrbmtIRHBGQ1dJY1l6alhrT1VtOHZYVmdxSlpFb25QaEN0L041ZW1uQmVibjRRRXhvWVVncnFEaW0xcTV4SXJ3TVRvUGZ4VER2eW5ONnhZYi9vamxmWU45RXpRdGxKbVl5WkFObysxV2x3NHpqVWJsU3d1VmxFeWw4ZzY1WlBYZzBNZTdSUTFGTmpkZGpFYndJWGhEdklMZmZWU3NvRUpXTEUzV2ZOM0tBYVVrclZKUFZBTS81WjlNRFFncFhkS0dqQ05YcWtNd0kxd3IwNmFuYTZJSm1ocVFsWlN1MXV5azEzZWdTT0pCbnkwbGlYOXVPUlZHZm8zSnNIUkgyV2FrZXVxbjNCa1BVejQ0U1B0SXNZeS8zT25NdDJkMWpVMW9xUVVIQ3d6TmpZa1B4cEtpby9HaC95QnN2OWZKNkRuMFFlU0RFLzB4WTYvMU45WXZHOW50TGVYb3JId0YvL3hEczlxTDdHd3F0VnpjMlhLRUJqakpKVWs2NVJjY1ZCQUhRdEt2UHp2MTZHbzJkL04xb3NWbmxPOGlHdm1wclVVcUtVZHRJUGpvd1BsZEpQZ1E3YTlDenN1bUJuZXFSMmZVOGNpcUhCeDVLMnUvL05MODhzVGR4dlArMEVFOWNMWmZISXZwQUlHZW15OE9IWGh6cUdicTNKUkRKQzVNMWZGTFJtQ1VPTVBOSEJHRUNGTzlNaFZOS01wbEZid3EzakErWHF3MWlkRG9aMTJzdS9YSHZDMGc4WVN5TUxybU5TeGpRQll5S3RSZ1J5Q3NsNk5XY3BoMHhnTlRaZzQ2L3lob2piK3pScmdiYVR1U2FkcEF3YUdHbitua3BuWWI3MzY3QXlWSnFjeWxPSlNtT3F1Qmpkekk0REpucFF2QXNnZVdFcTVSTVRjanlVRzhWMmRPK1MwYmpzRHlRbkdDSFczdWc4SXJmaUV2SW5HZy9TQi9qenJ2eWpHNmpzQnBtLzJ0NU9HWGVtYTBkeUVhbDRidXIxRDFEbVRVODJZT2RFU1I0LzlxSXdsZzFjeXVKakRMQWZOS09GQlkyUTZlL2JQL1IxTDYxMVFZM0M3bUVNVFhGU0c5N3ZuU0RIaXo4RHhKaUg3RG11c3NlajVRR2V3ejllcXFmaU9aSW5GdkZKa2FDUnI3bmFzTTdlTVQvWjE4TmZYZXcwbmlxL2Foa0N6VGY1NXh6SVpIMVZ1TXV6RmtOMnMybXFZWklzQWY2VTRLMWVrMVdhazU2TWduVFBpV282eE81T0JhWnZzU09UNEhoK1BHQk9Mc01kUkVleUZydTd4SkFGbE9VOW9icVQveitXUmFvTWp4aXVrVXZRelk5eGwvbGJJTUpqbFp4YW13Z0hJNTh1cXZxVUxIVy9TOFN1UHZINjQ2TnVoZWJVdHZzYzdpSCtVc1BmM1FuZHNpVFFMS3E2MnJVTlF4V3B5VXlzN0hPbDFSMHJzWjhld3lBclR0ZVBSU3hJWS9zZ08wTndHMWNNbGtuSHhJRFRYcXljODE5eGpaenlVem4zQW5Cb010UDAvWDIvcUlFVVRac2ZCcGl3VUloTU81Qmd4SlVKRFJUUFJQNHhwMVV1dDFoVENNSTdJekhBcldQZ2VqR1lMTVBQbUZJbFZqa1J6cUhIUUxhZGd4cit6LzQxN0MrTVRlNU8zQ1Y0Y0VINVpNL3JTR3pyQXVPaHY4Y1VzWlpnU1BYYytwSnY1YThtTi9zdm94aUFpVERUUGFtZlpvTUQ3aHpXQXpYVnhWSUsydUo1K2NrNzl3YzNCY3FaM2FJcEE0dU5lSkF1WGpvRjZWUzBOY2VuOVpDT1Nsa0hTcG1oY3lVN2ZGcGtHOTZ5NlMzYWo5RjRUc0xiN1RKZFNYcDkifQ%3D%3D&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
SOCO Hotel by THG,8.9,0,455000,1300000,65,16.05591783,108.2446995,High,"
305 Nguyen Van Thoai, Danang, Vietnam
",https://www.booking.com/hotel/vn/song-cong-da-nang.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=90649120_152534676_2_2_0&highlighted_blocks=90649120_152534676_2_2_0&matching_block_id=90649120_152534676_2_2_0&sr_pri_blocks=90649120_152534676_2_2_0__45500000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Royal Family Hotel,8.5,219,575000,2300000,75,16.06353364,108.2447398,medium,"
39 Vo Van Kiet, Danang, Vietnam
",https://www.booking.com/hotel/vn/royal-family.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=123994606_379821702_2_2_0&highlighted_blocks=123994606_379821702_2_2_0&matching_block_id=123994606_379821702_2_2_0&sr_pri_blocks=123994606_379821702_2_2_0__57500000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Beach Hotel by RAON - STAY 24H,9.4,487,530000,1060000,50,16.05094581,108.2463335,High,"
 03 An Thuong 32, Ngu Hanh Son, Danang, Vietnam
",https://www.booking.com/hotel/vn/dominika-1bdr-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=283597509_372613384_0_0_0&highlighted_blocks=283597509_372613384_0_0_0&matching_block_id=283597509_372613384_0_0_0&sr_pri_blocks=283597509_372613384_0_0_0__53000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Paris Deli Danang Beach Hotel,8.6,636,1782523,1782523,0,16.06776844,108.2450853,medium,"
236 Vo Nguyen Giap, Son Tra, Danang, Vietnam
",https://www.booking.com/hotel/vn/paris-deli-danang-beach.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=261950702_0_2_1_0&highlighted_blocks=261950702_0_2_1_0&matching_block_id=261950702_0_2_1_0&sr_pri_blocks=261950702_0_2_1_0__178252254&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ngọc Bích Hotel & Apartment,8.5,150,450000,900000,50,16.0745232,108.2424527,Low,"
23 Lê Bình, Danang, Vietnam
",https://www.booking.com/hotel/vn/ngoc-bich-amp-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=933900207_365506828_2_0_0&highlighted_blocks=933900207_365506828_2_0_0&matching_block_id=933900207_365506828_2_0_0&sr_pri_blocks=933900207_365506828_2_0_0__45000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Glomad Danang Hotel,9,487,1154300,3298000,65,16.067741,108.24439,High,"
41­ Hà Bổng, P.Phước Mỹ, Q.Sơn Trà, Danang, Vietnam
",https://www.booking.com/hotel/vn/the-glomad-danang-hostel.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=450464818_147016660_0_1_0&highlighted_blocks=450464818_147016660_0_1_0&matching_block_id=450464818_147016660_0_1_0&sr_pri_blocks=450464818_147016660_0_1_0__115430000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Seashore Hotel & Apartment,8.7,0,1067232,1067232,0,16.08929005,108.2493788,medium,"
Lot 15 - 16 Hoang Sa Opposite Man Thai Beach, Danang, Vietnam
",https://www.booking.com/hotel/vn/seashore-amp-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=348777505_0_2_1_0&highlighted_blocks=348777505_0_2_1_0&matching_block_id=348777505_0_2_1_0&sr_pri_blocks=348777505_0_2_1_0__106723197&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Golden Rose Hotel by THG,9,0,455000,1300000,65,16.073444,108.241817,High,"
56 Loseby Phường An Hải Bắc, Quận Sơn Trà, Danang, Vietnam
",https://www.booking.com/hotel/vn/golden-rose-danang.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALfvIerBsACAdICJDQ5YTFkMTE1LWMwOGMtNGVjOC1iN2ExLWY2ZjAyZjFhODI3MdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=60e352b47eda00a3&srepoch=1700912750&all_sr_blocks=467393619_362591906_0_0_0&highlighted_blocks=467393619_362591906_0_0_0&matching_block_id=467393619_362591906_0_0_0&sr_pri_blocks=467393619_362591906_0_0_0__45500000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
